SALES,ORDERDATE,STATUS,PRODUCTLINE,COUNTRY,DEALSIZE
4692.6,5/31/2005 0:00,In Process,Trucks and Buses,France,Medium
3731.04,3/3/2003 0:00,Shipped,Classic Cars,Philippines,Medium
2142.0,5/8/2003 0:00,Shipped,Classic Cars,France,Small
2838.81,7/2/2003 0:00,Shipped,Classic Cars,USA,Small
3230.37,9/5/2003 0:00,Shipped,Classic Cars,USA,Medium
5182.0,10/11/2003 0:00,Shipped,Classic Cars,USA,Medium
4391.1,11/4/2003 0:00,Shipped,Classic Cars,Austria,Medium
4477.32,11/12/2003 0:00,Shipped,Classic Cars,Norway,Medium
3544.56,11/20/2003 0:00,Shipped,Classic Cars,USA,Medium
5195.85,12/2/2003 0:00,Shipped,Classic Cars,Spain,Medium
4180.44,1/16/2004 0:00,Shipped,Classic Cars,Spain,Medium
2684.43,2/22/2004 0:00,Shipped,Classic Cars,Switzerland,Small
1958.88,4/12/2004 0:00,Shipped,Classic Cars,Finland,Small
4910.57,6/1/2004 0:00,Cancelled,Classic Cars,UK,Medium
4468.4,7/6/2004 0:00,Shipped,Classic Cars,Italy,Medium
3127.88,8/4/2004 0:00,Shipped,Classic Cars,Singapore,Medium
2675.13,8/30/2004 0:00,Shipped,Classic Cars,Switzerland,Small
2807.61,10/4/2003 0:00,Shipped,Classic Cars,Germany,Small
2504.75,10/16/2004 0:00,Shipped,Classic Cars,Germany,Small
2984.88,11/4/2004 0:00,Shipped,Classic Cars,USA,Small
2524.86,11/15/2004 0:00,Shipped,Classic Cars,USA,Small
4136.0,11/24/2004 0:00,Shipped,Classic Cars,Austria,Medium
4068.7,1/6/2005 0:00,Shipped,Classic Cars,Finland,Medium
5182.0,2/9/2005 0:00,Shipped,Classic Cars,Finland,Medium
5243.79,3/3/2005 0:00,Shipped,Classic Cars,Sweden,Medium
9048.16,4/14/2005 0:00,Shipped,Classic Cars,France,Large
3832.64,5/17/2005 0:00,Shipped,Classic Cars,Austria,Medium
3920.0,1/29/2003 0:00,Shipped,Trucks and Buses,Norway,Medium
4916.66,3/26/2003 0:00,Shipped,Trucks and Buses,USA,Medium
3857.0,5/28/2003 0:00,Shipped,Trucks and Buses,Spain,Medium
4181.44,7/24/2003 0:00,Shipped,Trucks and Buses,USA,Medium
4641.0,9/19/2003 0:00,Shipped,Trucks and Buses,Singapore,Medium
3570.12,10/21/2003 0:00,Resolved,Trucks and Buses,Austria,Medium
4480.32,11/6/2003 0:00,Shipped,Trucks and Buses,Australia,Medium
2033.64,11/13/2003 0:00,Shipped,Trucks and Buses,USA,Small
1960.14,11/25/2003 0:00,Shipped,Trucks and Buses,France,Small
3966.78,12/5/2003 0:00,Shipped,Trucks and Buses,Canada,Medium
5152.0,1/29/2004 0:00,Shipped,Trucks and Buses,USA,Medium
3360.0,3/10/2004 0:00,Shipped,Trucks and Buses,USA,Medium
3451.0,5/4/2004 0:00,Shipped,Trucks and Buses,USA,Medium
5453.0,6/15/2004 0:00,Shipped,Trucks and Buses,Japan,Medium
4164.12,7/19/2004 0:00,Shipped,Trucks and Buses,Australia,Medium
2800.08,8/17/2004 0:00,Shipped,Trucks and Buses,Italy,Small
4687.94,9/8/2004 0:00,Shipped,Trucks and Buses,Sweden,Medium
4508.0,10/11/2004 0:00,Shipped,Trucks and Buses,France,Medium
4181.44,10/21/2004 0:00,Shipped,Trucks and Buses,USA,Medium
2251.04,11/4/2004 0:00,Shipped,Trucks and Buses,USA,Small
1167.25,11/18/2004 0:00,Shipped,Trucks and Buses,USA,Small
2083.2,11/29/2004 0:00,Shipped,Trucks and Buses,Australia,Small
3822.0,12/10/2004 0:00,Shipped,Trucks and Buses,USA,Medium
3911.49,1/20/2005 0:00,Shipped,Trucks and Buses,Australia,Medium
4704.0,2/17/2005 0:00,Shipped,Trucks and Buses,USA,Medium
2467.9,3/9/2005 0:00,Shipped,Trucks and Buses,Australia,Small
3213.0,5/1/2005 0:00,Shipped,Trucks and Buses,Canada,Medium
7182.0,5/31/2005 0:00,In Process,Trucks and Buses,Spain,Large
4379.18,3/10/2003 0:00,Shipped,Classic Cars,USA,Medium
5004.8,5/8/2003 0:00,Shipped,Classic Cars,France,Medium
3644.75,7/4/2003 0:00,Shipped,Classic Cars,France,Medium
2702.04,9/11/2003 0:00,Shipped,Classic Cars,Australia,Small
3764.88,10/17/2003 0:00,Shipped,Classic Cars,Denmark,Medium
4508.0,11/5/2003 0:00,Shipped,Classic Cars,Canada,Medium
5418.16,11/12/2003 0:00,Shipped,Classic Cars,Norway,Medium
3300.66,11/20/2003 0:00,Shipped,Classic Cars,USA,Medium
6182.4,12/2/2003 0:00,Shipped,Classic Cars,USA,Medium
4186.73,1/16/2004 0:00,Shipped,Classic Cars,Spain,Medium
4529.28,2/22/2004 0:00,Shipped,Classic Cars,Switzerland,Medium
5628.89,4/13/2004 0:00,Shipped,Classic Cars,Japan,Medium
3054.48,6/1/2004 0:00,Cancelled,Classic Cars,UK,Medium
2526.51,7/6/2004 0:00,Shipped,Classic Cars,Italy,Small
4667.86,8/6/2004 0:00,Shipped,Classic Cars,USA,Medium
6499.32,8/30/2004 0:00,Shipped,Classic Cars,Switzerland,Medium
5917.78,10/5/2003 0:00,Shipped,Classic Cars,Norway,Medium
6231.91,10/16/2004 0:00,Shipped,Classic Cars,Germany,Medium
5803.14,11/4/2004 0:00,Shipped,Classic Cars,USA,Medium
6434.02,11/17/2004 0:00,Shipped,Classic Cars,USA,Medium
6454.4,11/24/2004 0:00,Shipped,Classic Cars,Australia,Medium
4196.8,12/9/2004 0:00,Shipped,Classic Cars,France,Medium
2611.8,1/7/2005 0:00,Shipped,Classic Cars,USA,Small
5895.05,2/9/2005 0:00,Shipped,Classic Cars,Finland,Medium
3375.72,3/4/2005 0:00,Shipped,Classic Cars,USA,Medium
8374.69,4/15/2005 0:00,Disputed,Classic Cars,Denmark,Large
4464.24,5/17/2005 0:00,Shipped,Classic Cars,Austria,Medium
4808.31,1/10/2003 0:00,Shipped,Vintage Cars,USA,Medium
3288.78,3/25/2003 0:00,Shipped,Vintage Cars,USA,Medium
3254.72,5/21/2003 0:00,Shipped,Vintage Cars,Australia,Medium
3184.94,7/16/2003 0:00,Shipped,Vintage Cars,Australia,Medium
5907.5,9/12/2003 0:00,Shipped,Vintage Cars,USA,Medium
4389.12,10/18/2003 0:00,Shipped,Vintage Cars,USA,Medium
5036.16,11/5/2003 0:00,Shipped,Vintage Cars,Italy,Medium
2183.25,11/12/2003 0:00,Shipped,Vintage Cars,USA,Small
3106.88,11/21/2003 0:00,Shipped,Vintage Cars,Australia,Medium
3735.72,12/3/2003 0:00,Shipped,Vintage Cars,Spain,Medium
2413.26,1/29/2004 0:00,Shipped,Vintage Cars,USA,Small
2953.75,3/2/2004 0:00,Shipped,Vintage Cars,France,Small
4684.8,4/29/2004 0:00,Shipped,Vintage Cars,Spain,Medium
3248.7,6/8/2004 0:00,Shipped,Vintage Cars,Denmark,Medium
5239.5,8/17/2004 0:00,Shipped,Vintage Cars,Italy,Medium
4567.98,9/3/2004 0:00,Shipped,Vintage Cars,Norway,Medium
3535.35,10/11/2004 0:00,Shipped,Vintage Cars,France,Medium
3843.34,10/21/2004 0:00,Shipped,Vintage Cars,USA,Medium
3710.9,11/4/2004 0:00,Shipped,Vintage Cars,USA,Medium
4375.98,11/17/2004 0:00,Shipped,Vintage Cars,UK,Medium
1516.62,11/29/2004 0:00,Shipped,Vintage Cars,USA,Small
2509.0,12/9/2004 0:00,Shipped,Vintage Cars,France,Small
9240.44,1/20/2005 0:00,Shipped,Vintage Cars,USA,Large
2515.32,2/16/2005 0:00,Shipped,Vintage Cars,Spain,Small
5548.9,3/9/2005 0:00,Shipped,Vintage Cars,Australia,Medium
4873.05,5/30/2005 0:00,In Process,Vintage Cars,USA,Medium
2055.74,1/10/2003 0:00,Shipped,Vintage Cars,USA,Small
2354.88,3/25/2003 0:00,Shipped,Vintage Cars,USA,Small
2309.58,5/28/2003 0:00,Shipped,Vintage Cars,Spain,Small
2113.37,7/16/2003 0:00,Shipped,Vintage Cars,Australia,Small
1746.6,9/12/2003 0:00,Shipped,Vintage Cars,USA,Small
2304.45,10/18/2003 0:00,Shipped,Vintage Cars,USA,Small
2122.08,11/5/2003 0:00,Shipped,Vintage Cars,Italy,Small
1742.4,11/12/2003 0:00,Shipped,Vintage Cars,USA,Small
2455.02,11/21/2003 0:00,Shipped,Vintage Cars,Australia,Small
3053.28,12/3/2003 0:00,Shipped,Vintage Cars,Spain,Medium
1423.29,1/29/2004 0:00,Shipped,Vintage Cars,USA,Small
1504.12,3/2/2004 0:00,Shipped,Vintage Cars,France,Small
1164.4,4/29/2004 0:00,Shipped,Vintage Cars,Spain,Small
1500.75,6/8/2004 0:00,Shipped,Vintage Cars,Denmark,Small
1557.36,8/17/2004 0:00,Shipped,Vintage Cars,Italy,Small
1345.68,9/3/2004 0:00,Shipped,Vintage Cars,Norway,Small
1795.24,10/11/2004 0:00,Shipped,Vintage Cars,France,Small
1105.25,10/21/2004 0:00,Shipped,Vintage Cars,USA,Small
2364.88,11/4/2004 0:00,Shipped,Vintage Cars,USA,Small
2427.03,11/17/2004 0:00,Shipped,Vintage Cars,UK,Small
1237.95,11/29/2004 0:00,Shipped,Vintage Cars,Australia,Small
1593.02,12/9/2004 0:00,Shipped,Vintage Cars,France,Small
3156.16,1/20/2005 0:00,Shipped,Vintage Cars,USA,Medium
1320.75,2/17/2005 0:00,Shipped,Vintage Cars,USA,Small
4998.0,3/9/2005 0:00,Shipped,Vintage Cars,Australia,Medium
1293.75,5/30/2005 0:00,In Process,Vintage Cars,USA,Small
5433.08,3/18/2003 0:00,Shipped,Classic Cars,UK,Medium
3073.72,5/20/2003 0:00,Shipped,Classic Cars,France,Medium
4380.2,7/10/2003 0:00,Shipped,Classic Cars,France,Medium
5848.68,9/11/2003 0:00,Shipped,Classic Cars,Australia,Medium
6153.73,10/17/2003 0:00,Shipped,Classic Cars,Denmark,Medium
4965.24,11/5/2003 0:00,Shipped,Classic Cars,USA,Medium
5435.64,11/12/2003 0:00,Shipped,Classic Cars,Norway,Medium
4258.36,11/20/2003 0:00,Shipped,Classic Cars,USA,Medium
4032.0,12/2/2003 0:00,Shipped,Classic Cars,USA,Medium
4492.36,1/16/2004 0:00,Shipped,Classic Cars,Spain,Medium
4161.38,2/26/2004 0:00,Shipped,Classic Cars,USA,Medium
2508.66,4/13/2004 0:00,Shipped,Classic Cars,France,Small
3374.88,6/1/2004 0:00,Cancelled,Classic Cars,UK,Medium
5196.6,7/6/2004 0:00,Shipped,Classic Cars,Italy,Medium
2604.52,8/6/2004 0:00,Shipped,Classic Cars,USA,Small
2936.8,9/1/2004 0:00,Shipped,Classic Cars,Singapore,Small
3424.64,10/5/2003 0:00,Shipped,Classic Cars,Norway,Medium
2923.2,10/16/2004 0:00,Shipped,Classic Cars,Spain,Small
4489.76,11/4/2004 0:00,Shipped,Classic Cars,USA,Medium
4849.24,11/17/2004 0:00,Shipped,Classic Cars,USA,Medium
5848.92,11/24/2004 0:00,Shipped,Classic Cars,France,Medium
2758.7,1/12/2005 0:00,Resolved,Classic Cars,USA,Small
1449.76,2/10/2005 0:00,Shipped,Classic Cars,Spain,Small
7048.14,4/22/2005 0:00,On Hold,Classic Cars,USA,Large
5202.94,5/17/2005 0:00,Shipped,Classic Cars,Austria,Medium
5279.4,2/17/2003 0:00,Shipped,Planes,Italy,Medium
6916.12,4/28/2003 0:00,Shipped,Planes,Austria,Medium
2781.66,6/16/2003 0:00,Shipped,Planes,USA,Small
5248.0,8/10/2003 0:00,Shipped,Planes,USA,Medium
6531.44,10/6/2003 0:00,Shipped,Planes,Finland,Medium
5763.72,10/23/2003 0:00,Cancelled,Planes,Sweden,Medium
6490.68,11/8/2003 0:00,Shipped,Planes,France,Medium
6004.8,11/14/2003 0:00,Shipped,Planes,UK,Medium
7483.98,11/27/2003 0:00,Shipped,Planes,Philippines,Large
5719.5,1/12/2004 0:00,Shipped,Planes,Japan,Medium
6954.08,2/19/2004 0:00,Shipped,Planes,USA,Medium
8160.3,5/11/2004 0:00,Shipped,Planes,USA,Large
6567.96,6/24/2004 0:00,Cancelled,Planes,Spain,Medium
6724.0,7/21/2004 0:00,Shipped,Planes,USA,Medium
5747.85,8/21/2004 0:00,Shipped,Planes,Norway,Medium
5676.84,9/15/2004 0:00,Shipped,Planes,Germany,Medium
7379.97,10/14/2004 0:00,Shipped,Planes,USA,Large
3704.13,11/1/2004 0:00,Shipped,Planes,UK,Medium
2804.75,11/10/2004 0:00,Resolved,Planes,Denmark,Small
5624.79,11/22/2004 0:00,Shipped,Planes,Belgium,Medium
3881.28,12/3/2004 0:00,Shipped,Planes,UK,Medium
1611.4,1/31/2005 0:00,Shipped,Planes,Finland,Small
1364.25,3/1/2005 0:00,Resolved,Planes,Spain,Small
4215.09,3/30/2005 0:00,Shipped,Planes,France,Medium
6433.82,4/1/2005 0:00,Shipped,Planes,USA,Medium
4352.16,5/10/2005 0:00,Shipped,Planes,Italy,Medium
5151.0,1/6/2003 0:00,Shipped,Vintage Cars,USA,Medium
6069.0,3/18/2003 0:00,Shipped,Vintage Cars,UK,Medium
2856.0,5/21/2003 0:00,Shipped,Vintage Cars,USA,Small
5375.4,9/12/2003 0:00,Shipped,Vintage Cars,USA,Medium
5176.5,10/18/2003 0:00,Shipped,Vintage Cars,USA,Medium
3508.8,11/5/2003 0:00,Shipped,Vintage Cars,Italy,Medium
7554.8,11/12/2003 0:00,Shipped,Vintage Cars,USA,Large
3141.6,11/21/2003 0:00,Shipped,Vintage Cars,Australia,Medium
5890.5,12/2/2003 0:00,Shipped,Vintage Cars,USA,Medium
5967.0,1/26/2004 0:00,Shipped,Vintage Cars,Spain,Medium
3712.8,3/2/2004 0:00,Shipped,Vintage Cars,France,Medium
7597.3,4/13/2004 0:00,Shipped,Vintage Cars,France,Large
3668.6,8/17/2004 0:00,Shipped,Vintage Cars,Italy,Medium
5875.2,9/1/2004 0:00,Shipped,Vintage Cars,Singapore,Medium
7310.0,10/6/2003 0:00,Shipped,Vintage Cars,UK,Large
8078.4,10/21/2004 0:00,Shipped,Vintage Cars,USA,Large
3257.76,11/17/2004 0:00,Shipped,Vintage Cars,USA,Medium
7650.0,11/25/2004 0:00,Shipped,Vintage Cars,France,Large
4703.81,1/12/2005 0:00,Resolved,Vintage Cars,USA,Medium
5399.55,2/10/2005 0:00,Shipped,Vintage Cars,Spain,Medium
14082.8,4/22/2005 0:00,On Hold,Vintage Cars,USA,Large
5283.6,5/29/2005 0:00,In Process,Vintage Cars,Australia,Medium
3130.82,3/3/2003 0:00,Shipped,Classic Cars,Philippines,Medium
3112.34,5/8/2003 0:00,Shipped,Classic Cars,France,Medium
3806.88,7/2/2003 0:00,Shipped,Classic Cars,USA,Medium
2142.14,9/5/2003 0:00,Shipped,Classic Cars,USA,Small
3364.9,10/11/2003 0:00,Shipped,Classic Cars,USA,Medium
1262.8,11/4/2003 0:00,Shipped,Classic Cars,Austria,Small
1626.24,11/12/2003 0:00,Shipped,Classic Cars,Norway,Small
4088.7,11/20/2003 0:00,Shipped,Classic Cars,USA,Medium
3846.15,12/2/2003 0:00,Shipped,Classic Cars,Spain,Medium
1339.8,1/16/2004 0:00,Shipped,Classic Cars,Spain,Small
3039.96,2/22/2004 0:00,Shipped,Classic Cars,Switzerland,Medium
3400.32,4/12/2004 0:00,Shipped,Classic Cars,Finland,Medium
1930.39,6/1/2004 0:00,Cancelled,Classic Cars,UK,Small
2464.77,7/6/2004 0:00,Shipped,Classic Cars,Italy,Small
2634.94,8/6/2004 0:00,Shipped,Classic Cars,USA,Small
3625.16,8/30/2004 0:00,Shipped,Classic Cars,Switzerland,Medium
3788.4,10/4/2003 0:00,Shipped,Classic Cars,Germany,Medium
1832.6,10/16/2004 0:00,Shipped,Classic Cars,Germany,Small
2905.98,11/4/2004 0:00,Shipped,Classic Cars,USA,Small
2954.81,11/15/2004 0:00,Shipped,Classic Cars,USA,Small
3599.75,11/24/2004 0:00,Shipped,Classic Cars,Australia,Medium
3686.54,1/6/2005 0:00,Shipped,Classic Cars,Finland,Medium
2100.56,2/9/2005 0:00,Shipped,Classic Cars,Finland,Small
3881.78,3/3/2005 0:00,Shipped,Classic Cars,Sweden,Medium
4509.12,4/14/2005 0:00,Shipped,Classic Cars,France,Medium
3273.27,5/17/2005 0:00,Shipped,Classic Cars,Austria,Medium
4432.7,3/10/2003 0:00,Shipped,Classic Cars,USA,Medium
4100.99,5/8/2003 0:00,Shipped,Classic Cars,France,Medium
5274.72,7/4/2003 0:00,Shipped,Classic Cars,France,Medium
4232.0,9/11/2003 0:00,Shipped,Classic Cars,Australia,Medium
6145.44,10/17/2003 0:00,Shipped,Classic Cars,Denmark,Medium
4680.2,11/5/2003 0:00,Shipped,Classic Cars,Canada,Medium
3286.08,11/12/2003 0:00,Shipped,Classic Cars,Norway,Medium
7421.3,11/20/2003 0:00,Shipped,Classic Cars,USA,Large
6432.64,12/2/2003 0:00,Shipped,Classic Cars,USA,Medium
4840.87,1/16/2004 0:00,Shipped,Classic Cars,Spain,Medium
3892.08,2/26/2004 0:00,Shipped,Classic Cars,USA,Medium
5526.32,4/13/2004 0:00,Shipped,Classic Cars,Japan,Medium
4459.62,6/1/2004 0:00,Cancelled,Classic Cars,UK,Medium
6203.4,7/6/2004 0:00,Shipped,Classic Cars,Italy,Medium
3754.05,8/6/2004 0:00,Shipped,Classic Cars,USA,Medium
3516.48,8/30/2004 0:00,Shipped,Classic Cars,Switzerland,Medium
7488.04,10/5/2003 0:00,Shipped,Classic Cars,Norway,Large
3448.08,10/16/2004 0:00,Shipped,Classic Cars,Germany,Medium
3734.0,11/4/2004 0:00,Shipped,Classic Cars,USA,Medium
974.1,11/17/2004 0:00,Shipped,Classic Cars,USA,Small
3160.74,11/24/2004 0:00,Shipped,Classic Cars,Australia,Medium
1746.63,12/9/2004 0:00,Shipped,Classic Cars,France,Small
4207.84,1/10/2005 0:00,Shipped,Classic Cars,Belgium,Medium
4352.76,2/9/2005 0:00,Shipped,Classic Cars,Finland,Medium
1463.7,3/4/2005 0:00,Shipped,Classic Cars,USA,Small
7169.28,4/15/2005 0:00,Disputed,Classic Cars,Denmark,Large
4594.76,5/17/2005 0:00,Shipped,Classic Cars,Austria,Medium
3457.92,1/31/2003 0:00,Shipped,Classic Cars,Spain,Medium
7381.16,4/4/2003 0:00,Shipped,Classic Cars,USA,Large
7146.9,6/3/2003 0:00,Shipped,Classic Cars,USA,Large
5938.53,8/1/2003 0:00,Shipped,Classic Cars,Finland,Medium
7110.91,9/21/2003 0:00,Shipped,Classic Cars,Finland,Large
5032.95,10/22/2003 0:00,Shipped,Classic Cars,Singapore,Medium
3667.6,11/6/2003 0:00,Shipped,Classic Cars,Italy,Medium
7381.16,11/14/2003 0:00,Shipped,Classic Cars,Spain,Large
5128.11,11/25/2003 0:00,Shipped,Classic Cars,USA,Medium
7060.24,12/9/2003 0:00,Shipped,Classic Cars,USA,Large
8448.64,2/10/2004 0:00,Shipped,Classic Cars,USA,Large
7300.51,3/15/2004 0:00,Shipped,Classic Cars,Germany,Large
6549.2,5/5/2004 0:00,Shipped,Classic Cars,Spain,Medium
5697.9,6/15/2004 0:00,Shipped,Classic Cars,Singapore,Medium
9169.0,7/20/2004 0:00,Shipped,Classic Cars,USA,Large
3238.63,8/20/2004 0:00,Shipped,Classic Cars,USA,Medium
4554.94,9/8/2004 0:00,Shipped,Classic Cars,USA,Medium
3934.44,10/13/2004 0:00,Shipped,Classic Cars,USA,Medium
5776.26,10/22/2004 0:00,Shipped,Classic Cars,Denmark,Medium
7207.45,11/5/2004 0:00,Shipped,Classic Cars,USA,Large
7460.74,11/20/2004 0:00,Shipped,Classic Cars,France,Large
6719.54,12/1/2004 0:00,Shipped,Classic Cars,USA,Medium
2428.0,12/10/2004 0:00,Shipped,Classic Cars,Spain,Small
2602.25,1/23/2005 0:00,Shipped,Classic Cars,USA,Small
2200.0,2/17/2005 0:00,Shipped,Classic Cars,USA,Small
6712.93,5/3/2005 0:00,Shipped,Classic Cars,Spain,Medium
5318.04,5/31/2005 0:00,In Process,Classic Cars,France,Medium
3390.0,1/6/2003 0:00,Shipped,Vintage Cars,USA,Medium
1608.0,3/18/2003 0:00,Shipped,Vintage Cars,UK,Small
2262.96,5/21/2003 0:00,Shipped,Vintage Cars,USA,Small
1496.64,9/12/2003 0:00,Shipped,Vintage Cars,USA,Small
1879.74,10/18/2003 0:00,Shipped,Vintage Cars,USA,Small
1495.26,11/5/2003 0:00,Shipped,Vintage Cars,Italy,Small
2323.7,11/12/2003 0:00,Shipped,Vintage Cars,USA,Small
2491.86,11/21/2003 0:00,Shipped,Vintage Cars,Australia,Small
1643.12,12/2/2003 0:00,Shipped,Vintage Cars,USA,Small
1322.16,1/26/2004 0:00,Shipped,Vintage Cars,Spain,Small
1423.8,3/2/2004 0:00,Shipped,Vintage Cars,France,Small
2397.45,4/13/2004 0:00,Shipped,Vintage Cars,France,Small
1574.0,8/17/2004 0:00,Shipped,Vintage Cars,Italy,Small
1729.0,9/1/2004 0:00,Shipped,Vintage Cars,Singapore,Small
2255.84,10/6/2004 0:00,Shipped,Vintage Cars,Spain,Small
1834.5,10/21/2004 0:00,Shipped,Vintage Cars,USA,Small
3201.5,11/17/2004 0:00,Shipped,Vintage Cars,UK,Medium
2276.4,11/25/2004 0:00,Shipped,Vintage Cars,France,Small
8884.8,1/12/2005 0:00,Resolved,Vintage Cars,USA,Large
1331.1,2/10/2005 0:00,Shipped,Vintage Cars,Spain,Small
3051.3,4/22/2005 0:00,On Hold,Vintage Cars,USA,Medium
2288.52,5/29/2005 0:00,In Process,Vintage Cars,Australia,Small
3772.61,1/31/2003 0:00,Shipped,Trucks and Buses,Spain,Medium
4164.42,4/1/2003 0:00,Shipped,Trucks and Buses,France,Medium
6295.95,6/3/2003 0:00,Shipped,Trucks and Buses,USA,Medium
6287.66,8/1/2003 0:00,Shipped,Trucks and Buses,Finland,Medium
5412.54,9/21/2003 0:00,Shipped,Trucks and Buses,Finland,Medium
5984.14,10/22/2003 0:00,Shipped,Trucks and Buses,Singapore,Medium
5891.04,11/6/2003 0:00,Shipped,Trucks and Buses,UK,Medium
5984.14,11/14/2003 0:00,Shipped,Trucks and Buses,Spain,Medium
3608.15,11/25/2003 0:00,Shipped,Trucks and Buses,USA,Medium
5752.54,12/9/2003 0:00,Shipped,Trucks and Buses,USA,Medium
3765.32,3/11/2004 0:00,Shipped,Trucks and Buses,USA,Medium
2159.96,5/5/2004 0:00,Shipped,Trucks and Buses,Spain,Small
3379.94,6/15/2004 0:00,Shipped,Trucks and Buses,Singapore,Medium
5093.5,7/20/2004 0:00,Shipped,Trucks and Buses,USA,Medium
5773.44,8/19/2004 0:00,Shipped,Trucks and Buses,USA,Medium
4528.86,9/8/2004 0:00,Shipped,Trucks and Buses,USA,Medium
4816.08,10/13/2004 0:00,Shipped,Trucks and Buses,USA,Medium
3416.78,10/22/2004 0:00,Shipped,Trucks and Buses,Canada,Medium
1236.84,11/5/2004 0:00,Shipped,Trucks and Buses,USA,Small
5814.86,11/19/2004 0:00,On Hold,Trucks and Buses,Sweden,Medium
5223.48,12/1/2004 0:00,Shipped,Trucks and Buses,USA,Medium
728.4,12/10/2004 0:00,Shipped,Trucks and Buses,Spain,Small
3949.0,1/20/2005 0:00,Shipped,Trucks and Buses,Australia,Medium
3843.99,2/22/2005 0:00,Shipped,Trucks and Buses,Spain,Medium
5498.08,5/3/2005 0:00,Shipped,Trucks and Buses,Spain,Medium
3777.58,5/31/2005 0:00,In Process,Trucks and Buses,France,Medium
3782.0,1/9/2003 0:00,Shipped,Vintage Cars,Germany,Medium
3859.68,3/18/2003 0:00,Shipped,Vintage Cars,UK,Medium
4431.84,5/21/2003 0:00,Shipped,Vintage Cars,USA,Medium
4950.33,9/12/2003 0:00,Shipped,Vintage Cars,USA,Medium
4299.7,10/18/2003 0:00,Shipped,Vintage Cars,USA,Medium
4492.83,11/5/2003 0:00,Shipped,Vintage Cars,Italy,Medium
2212.0,11/12/2003 0:00,Shipped,Vintage Cars,USA,Small
4642.88,11/21/2003 0:00,Shipped,Vintage Cars,Australia,Medium
3206.32,12/2/2003 0:00,Shipped,Vintage Cars,USA,Medium
3604.23,1/26/2004 0:00,Shipped,Vintage Cars,Spain,Medium
7017.76,3/2/2004 0:00,Shipped,Vintage Cars,France,Large
6154.18,4/26/2004 0:00,Shipped,Vintage Cars,USA,Medium
4750.8,8/17/2004 0:00,Shipped,Vintage Cars,Italy,Medium
3822.92,9/1/2004 0:00,Shipped,Vintage Cars,Singapore,Medium
2440.8,10/11/2004 0:00,Shipped,Vintage Cars,France,Small
4729.36,10/21/2004 0:00,Shipped,Vintage Cars,USA,Medium
12536.5,11/4/2004 0:00,Shipped,Vintage Cars,USA,Large
2264.15,11/17/2004 0:00,Shipped,Vintage Cars,UK,Small
3928.2,11/25/2004 0:00,Shipped,Vintage Cars,France,Medium
3630.22,12/9/2004 0:00,Shipped,Vintage Cars,France,Medium
4196.07,1/12/2005 0:00,Resolved,Vintage Cars,USA,Medium
4931.6,2/16/2005 0:00,Shipped,Vintage Cars,Spain,Medium
3068.69,3/4/2005 0:00,Shipped,Vintage Cars,USA,Medium
785.64,4/23/2005 0:00,Shipped,Vintage Cars,Singapore,Small
4977.0,5/29/2005 0:00,In Process,Vintage Cars,Australia,Medium
1189.98,1/29/2003 0:00,Shipped,Trucks and Buses,Norway,Small
3090.15,4/1/2003 0:00,Shipped,Trucks and Buses,France,Medium
2795.86,5/28/2003 0:00,Shipped,Trucks and Buses,Spain,Small
2851.54,7/24/2003 0:00,Shipped,Trucks and Buses,USA,Small
2701.92,9/21/2003 0:00,Shipped,Trucks and Buses,Finland,Small
2204.1,10/22/2003 0:00,Shipped,Trucks and Buses,Singapore,Small
2840.48,11/6/2003 0:00,Shipped,Trucks and Buses,UK,Small
2647.04,11/14/2003 0:00,Shipped,Trucks and Buses,Spain,Small
3172.05,11/25/2003 0:00,Shipped,Trucks and Buses,France,Medium
2585.93,12/9/2003 0:00,Shipped,Trucks and Buses,USA,Small
2148.3,2/4/2004 0:00,Shipped,Trucks and Buses,Singapore,Small
1667.4,3/11/2004 0:00,Shipped,Trucks and Buses,USA,Small
1859.7,5/5/2004 0:00,Shipped,Trucks and Buses,Spain,Small
1476.6,6/15/2004 0:00,Shipped,Trucks and Buses,Singapore,Small
1732.0,7/20/2004 0:00,Shipped,Trucks and Buses,USA,Small
1674.17,8/19/2004 0:00,Shipped,Trucks and Buses,USA,Small
1500.98,9/8/2004 0:00,Shipped,Trucks and Buses,Sweden,Small
2192.68,10/13/2004 0:00,Shipped,Trucks and Buses,USA,Small
1797.58,10/22/2004 0:00,Shipped,Trucks and Buses,Canada,Small
2142.35,11/4/2004 0:00,Shipped,Trucks and Buses,USA,Small
2086.92,11/19/2004 0:00,On Hold,Trucks and Buses,Sweden,Small
6834.5,11/29/2004 0:00,Shipped,Trucks and Buses,Australia,Medium
2541.59,12/10/2004 0:00,Shipped,Trucks and Buses,USA,Small
2130.92,1/20/2005 0:00,Shipped,Trucks and Buses,Australia,Small
1701.7,2/17/2005 0:00,Shipped,Trucks and Buses,USA,Small
1694.0,3/9/2005 0:00,Shipped,Trucks and Buses,Australia,Small
2913.53,5/3/2005 0:00,Shipped,Trucks and Buses,Spain,Small
935.18,5/31/2005 0:00,In Process,Trucks and Buses,France,Small
3073.26,2/17/2003 0:00,Shipped,Planes,Italy,Medium
2082.49,4/29/2003 0:00,Shipped,Planes,Australia,Small
3394.23,6/27/2003 0:00,Shipped,Planes,Spain,Medium
2559.6,8/25/2003 0:00,Shipped,Planes,USA,Small
